Feature ID	RPKM1	RPKM2	COG Category
TTC21B	8.569672159	9.356759869	BK
LOC100506134	0	0	F
SCN1A	0.004696193	0.0047111	K
SCN9A	5.108645258	6.845225838	EG
SCN7A	0.105398801	0.083857494	Z
XIRP2	0	0.014082775	NT
CTAGE14P	0	0	UW
B3GALT1	1.403432517	4.356595591	QR
STK39	13.56110671	13.38408567	KLB
PHF5GP	0	0	OD
CERS6	20.64665147	21.721008	TA
MIR4774	0	0	QC
NOSTRIN	5.896960508	5.344093221	UR
SPC25	22.32371402	24.99316292	GHR
G6PC2	0.008476824	0	BK
ABCB11	0.172290791	0.293549715	CHR
DHRS9	0.021644002	0.010856353	OT
LOC100287279	0	0	IQ
LRP2	0.190878046	0.178163316	B
BBS5	0.169591533	0.290465609	BD
KBTBD10	0.052997354	0.095698044	GE
FASTKD1	6.889599654	6.19288514	TDBLU
PPIG	48.10332852	47.06026968	GR
C2orf77	0.066225924	0.06643614	FR
LOC100421474	0	0	Z
PHOSPHO2-KLHL23	9.810987125	9.754920756	OTN
PHOSPHO2	0.532613759	0.8205389	OC
KLHL23	0.083318343	0.057865026	CR
LOC171417	0	0	DK
LOC100533664	0	0	H
CYB5AP2	0	0	DKL
SSB	170.0710963	147.3291421	HE
METTL5	49.66142183	48.61927192	BK
UBR3	13.94498626	20.36222338	KG
LOC100421689	0	0	OC
MYO3B	0.008246636	0.016545625	OZ
HMGB1P4	0	0	EP
LOC440925	0	0	KH
SP5	1.401765045	1.332203283	EM
EIF2S2P4	0	0	UW
LOC100505695	0	0	UT
LOC285141	2.759460237	2.768219411	F
GAD1	1.440673375	1.627240403	PR
GORASP2	53.40134741	60.39151642	DZ
TLK1	19.46530073	23.17193604	IQR
METTL8	6.212241053	6.892193668	PE
RPS26P20	0	0	GER
DCAF17	7.311263263	9.17314614	KE
MRPS29P2	0	0	MJ
RPS15P4	0	0	BK
CYBRD1	2.136962305	2.564677324	MG
RPL21P38	0	0	PT
DYNC1I2	51.35592706	60.25898824	TA
SLC25A12	0.810643283	0.901752118	MP
HAT1	83.84057019	99.50508182	UNTP
LOC100420002	0	0	GM
METAP1D	6.861271011	6.430442769	KE
DLX1	1.0466566	0.830088057	CHR
DLX2	0.419415172	0.506032945	GO
ITGA6	45.06660017	65.32187082	B
LOC100287375	0	0	LK
PDK1	10.35609066	5.994623644	PT
LOC91149	0	0	NO
RAPGEF4	0.220443943	0.207322203	ER
ALDH7A1P2	0	0	GEPR
ZAK	11.95918758	15.89432878	HJ
MLK7-AS1	0	0	CH
RPS2P18	0	0	BQ
LOC100289479	0	0	EH
CDCA7	34.86771745	24.68021154	CI
LOC100130171	0	0	EG
LOC100131562	0	0	JA
LOC643997	0	0	FH
LOC100129456	0	0	RTKL
RPL5P7	0	0	V
SP3	18.06156161	29.00392597	DZ
LOC100128905	0.09729626	0	Q
RPSAP24	0	0	MP
OLA1	65.19980753	65.27143644	TQ
LOC644158	0	0	OTK
LOC402112	0	0	IQ
LOC285084	0	0	Z
SP9	0.008974947	0.027010307	JA
CIR1	22.17695417	27.00367881	HQ
SCRN3	10.67610086	16.05211139	TK
GPR155	0.592378936	0.46453897	E
LOC442058	0	0	HC
WIPF1	2.178734615	2.538802598	L
RNU7-44P	0	0	EH
LOC440926	0	0	EM
CHRNA1	1.534807493	1.9723165	NT
CHN1	4.533012602	4.784863664	NOU
RPL21P31	0	0	TDBLU
ATF2	31.13390448	54.05068253	C
MIR933	0	0	DK
ATP5G3	132.1793584	114.4049018	O
RPS15AP14	0	0	CR
EXTL2P1	0	0	UD
KIAA1715	11.71078811	17.20155976	A
EVX2	0	0	KLB
HOXD13	0.016835257	0.090073048	QK
HOXD12	0	0	P
HOXD11	0.116036312	0.286534495	MI
HOXD10	0.195443901	0.188802646	R
HOXD9	0.076203729	0.097294422	LU
HOXD8	1.028193019	1.04142251	FE
LOC100506783	0	0	IM
MIR10B	0	0	UW
HOXD4	4.708320869	3.52226474	T
HOXD3	0.738412896	0.552718529	KLB
LOC401022	0	0	OK
LOC100506798	0	0	IR
HOXD1	11.55102959	7.48855636	BD
RPLP1P4	0	0	FE
RPSAP25	0	0	OJ
MTX2	58.48122096	59.90323726	EM
MIR1246	0	0	JU
LOC375295	0	0	P
FUCA1P1	0	0	M
RPL29P8	0	0	CR
LOC391465	0	0	P
KRT8P40	0	0	NT
HNRNPA3	156.1045095	113.2739406	LU
NFE2L2	71.17690638	96.79487246	JD
MIR3128	0	0	L
LOC100130691	0	0	Y
AGPS	38.72076714	47.40781093	EG
TTC30B	1.915582852	1.683931812	EF
TTC30A	2.836017932	2.258620508	MNO
PDE11A	0.608242892	0.980827296	RTKL
LOC100506816	0	0	HC
API5P2	0	0	S
CYCTP	0	0	NUO
RBM45	7.235240349	9.21770234	HI
OSBPL6	0.76176323	2.888078083	DR
LOC100506831	0	0	FJ
PRKRA	20.80830332	18.66689537	UT
DFNB59	1.111729697	1.063785114	OZ
NUDCP2	0	0	TA
FKBP7	9.820891511	7.348449822	QR
PLEKHA3	5.847268885	9.896598395	GHR
LOC100506866	0	0	OTK
TTN	0.357917015	0.416379954	CI
LOC100506892	0	0	GER
CCDC141	0.722533885	1.135323673	KB
RPS6P2	0	0	GO
SESTD1	8.369069464	9.155454853	DZ
LOC644776	0	0	CH
ZNF385B	1.176229512	1.004516726	B
LOC100506905	0	0	UNTP
LOC100131482	0	0	GEPR
MIR1258	0	0	GER
CWC22	19.69335777	21.18612211	EG
FTH1P20	0	0	CI
RPL27AP3	0	0	GOU
UBE2E3	63.78392269	76.41794107	EH
MIR4437	0	0	T
CERKL	0.023814981	0.099544065	QP
NEUROD1	0	0	PH
LOC442060	0	0	GR
SSFA2	18.38756067	32.46908864	NO
KRT18P29	0	0	MG
PPP1R1C	2.009007393	3.13934886	KD
PDE1A	0.050489992	0.032231983	HE
DNAJC10	44.40466924	61.46033372	NOU
RPL31P15	0	0	ET
FRZB	1.461425955	1.423501691	FJ
NCKAP1	48.1125175	74.13434205	E
KRT8P10	0	0	CI
DUSP19	0.636054953	1.407659303	I
NUP35	26.34100262	27.81242887	EG
LIN28AP1	0	0	IR
LOC644877	0	0	S
MIR548AE1	0	0	UI
ZNF804A	0	0	QK
RPL23AP33	0	0	NU
LOC100506923	0	0	NO
ELF2P4	0	0	HE
FSIP2	0.160642346	0.149952491	CE
LOC100420895	0	0	IM
RPL21P32	0	0	CI
RPL23AP35	0	0	H
LOC100131051	0	0	EH
ZC3H15	93.7963564	82.66381716	DK
DPRXP1	0	0	TG
ITGAV	51.9570445	77.21712516	NUO
FAM171B	1.325312299	3.410345523	E
ZSWIM2	0	0	EM
IMPDH1P7	0	0	GO
CALCRL	0.062693569	0.167713529	GO
GAPDHP59	0	0	D
TFPI	77.6419273	67.98905779	KE
ST13P2	0	0	PR
LOC729141	0	0	FGR
GULP1	6.481974156	9.102810048	KLB
MIR561	0	0	EJ
DIRC1	0.017962239	0.009009628	MR
COL3A1	0.561351064	0.727777719	EG
MIR1245	0	0	EM
MIR1245B	0	0	UW
MIR3606	0	0	NU
COL5A2	82.51570263	78.67182629	S
MIR3129	0	0	JD
KRT18P19	0	0	MNO
WDR75	42.93107552	32.8822711	TDBLU
LOC100420666	0	0	PH
SLC40A1	50.31919798	70.98988997	HQ
ASNSD1	25.07072115	34.31128822	HJ
ANKAR	0.4701787	0.483537099	BK
OSGEPL1	4.595300804	7.466320643	UI
ORMDL1	20.80270991	24.80114374	TG
PMS1	12.1944067	7.846605447	A
LOC100421409	0	0	CP
LOC100287965	0	0	FR
LOC653447	0	0	GER
RNF11P1	0	0	DT
MSTN	0.018529334	0.009294075	OTK
C2orf88	0.602184917	0.79728458	JD
HIBCH	19.28812874	19.93713094	LR
INPP1	21.87291706	23.28081181	S
MFSD6	4.475349802	6.614174995	QK
TMEM194B	4.728652127	6.42573498	KG
NAB1	9.730356906	9.641059865	LR
GLS	21.65587706	28.82724526	EQ
STAT1	36.9674018	41.98116616	OT
LOC100420571	0	0	JD
STAT4	0.572286966	1.466099122	GC
HMGB1P27	0	0	YU
MYO1B	61.77372427	66.79585331	TQ
OBFC2A	5.418160883	5.214133122	MU
SDPR	2.016422984	3.050353492	DK
DNAJB1P1	0	0	TA
TMEFF2	0	0.007225592	ER
LOC100506993	0	0	UR
PCGEM1	0	0	EG
RPS17P8	0	0	RTKL
LOC100420669	0	0	FJ
LOC645314	0	0	GO
GLULP6	0	0	OT
LOC100287191	0	0	CE
LOC100419812	0	0	NOU
LOC391470	0	0	A
SLC39A10	12.98055129	8.478840947	HC
DNAH7	0.002107237	0.007398741	OC
LOC100420003	0	0	EP
LOC100420572	0	0	CE
STK17B	2.903539985	4.976370431	GEPR
HECW2	1.259473015	1.639864148	MNO
LOC100507039	0	0	ER
CCDC150	8.331247346	8.016417266	D
LOC100130452	0	0	DKL
GTF3C3	16.46820144	20.04881746	NU
C2orf66	0.094217518	0.028354976	DZ
PGAP1	4.373608913	4.690443247	FH
ANKRD44	0.842356333	1.298015092	DR
LOC100419110	0	0	GR
ATP5G2P3	0	0	C
LOC729342	0	0	DK
SF3B1	141.8414322	126.417346	MI
COQ10B	16.98801996	21.19624956	GO
HSPD1	700.2190738	607.482874	DKL
HSPE1-MOBKL3	13.24775814	10.39060445	FJ
HSPE1	306.9649459	219.7858165	QR
MOBKL3	7.086751945	11.10529427	CR
RFTN2	3.154522369	3.210825312	ET
MARS2	8.976429857	4.7867829	FJ
BOLL	0.038282388	0.021335503	QK
PLCL1	0.073118383	0.109034495	KL
LOC100419513	0	0	TDBLU
SATB2	5.333047556	6.042495964	CI
LOC100288092	0	0	GO
FLJ32063	0	0	CO
SEPHS1P6	0	0	KT
FONG	0	0	GM
C2orf69	6.042380738	5.829640089	QK
TYW5	4.180194432	3.839738984	V
C2orf47	18.21460175	21.35681045	JD
SPATS2L	63.24991414	76.58109963	HR
KCTD18	3.477837798	5.124149248	UW
SGOL2	18.325533	20.28314636	QK
AOX1	20.16214411	25.02646738	QC
AOX2P	0	0	GT
LOC100507140	0	0	CR
BZW1	163.635815	200.0240232	O
LOC391472	0	0	DO
CLK1	22.02061758	13.55417602	R
PPIL3	22.0003683	27.96108266	CE
NIF3L1	23.69300931	28.01442303	TA
ORC2	22.7556134	18.36089167	TA
FAM126B	1.971444788	3.16656998	KR
LOC645691	0	0	GT
RPL23AP30	0	0	EM
NDUFB3	65.55218161	64.23337232	GHR
RPL17P10	0	0	FR
CFLAR	4.563154352	6.072356168	OTK
CFLAR-AS1	0	0	TZDR
RNU7-45P	0	0	GR
LOC100130026	0	0	BD
CASP10	3.242122275	3.796535745	HC
CASP8	16.5532465	15.70878618	KH
ALS2CR12	0.116767941	0.312369573	CO
TRAK2	8.316896622	11.95397483	UT
LOC100420110	0	0	D
STRADB	23.73258948	29.15624227	E
ALS2CR11	0.09343905	0.111421619	QC
TMEM237	12.83208546	12.48063061	OU
MPP4	0.010625344	0.03730675	EG
ALS2	10.00132624	13.14553958	GE
RPS2P16	0	0	GER
CDK15	0	0.008539765	A
FZD7	3.414686546	6.636743169	BK
LOC100652824	0.005338736	0.016067047	NO
FLJ39061	0	0	FH
LOC645805	0	0	OT
SUMO1	60.99975328	64.11021096	ET
RPL39P14	0	0	EP
LOC100287425	0	0	DO
NOP58	103.0595233	97.27999218	LD
SNORD70	0	0	JU
SNORD11B	0	0	DKT
SNORD11	0	0	CP
LOC442063	0	0	GE
BMPR2	3.468575398	5.111929995	UNTP
LOC100507247	0	0	TD
RPL13AP12	0	0	JU
FAM117B	2.929294947	3.356123063	R
ICA1L	1.0822589	1.849644829	MP
LOC442064	0	0	FJ
KRT8P15	0	0	R
WDR12	35.24434595	29.36305636	GOU
ALS2CR8	1.014382963	1.120236616	DR
LOC100526841	0	0	M
NBEAL1	2.101938956	4.234576829	MR
RPL7P14	0	0	GE
LOC100419679	0	0	EG
RPL23AP36	0	0	HE
RPL12P16	0	0	DR
LOC100507265	0	0	UI
CYP20A1	3.225555642	4.532266838	GR
MRPL50P2	0	0	EG
ABI2	12.76432768	9.911928215	DKT
TRNAE40P	0	0	UI
RAPH1	6.476374815	7.088251745	GC
LOC729532	0	0	ET
LOC100287498	0	0	PE
CD28	0.017150707	0.013764118	KB
KRT18P39	0	0	K
LOC100131478	0	0	MU
CTLA4	0.013223846	0.126025306	EH
ICOS	0.019748277	0	DR
LOC100419685	0	0	OK
LOC100132132	0	0	OC
LOC100132669	0	0	TQ
PARD3B	1.145458644	1.557768409	FP
NRP2	3.116186749	5.875397895	K
LOC100287570	0	0	E
INO80D	2.10159853	2.657809634	TQ
RPL27P8	0	0	EQ
LOC729570	0	0	GM
LOC100329109	0	0	MNO
LOC100507380	0	0	OD
NDUFS1	50.01877224	52.61637315	LKJ
EEF1B2	424.3675183	408.0826699	JO
SNORD51	0	0	QK
SNORA41	0	0	MR
GPR1	0.005633541	0.028257116	EF
LOC100132849	0	0	IQR
ZDBF2	3.405570486	3.437038951	E
LOC645978	0	0	QC
LOC729366	0	0	GR
ADAM23	5.37554105	4.509554611	HE
LOC200726	0.028470672	0.019040696	MJ
DYTN	0	0	ET
LOC100420893	0	0	GHR
MDH1B	0.061596925	0.084262429	DKT
FASTKD2	14.67558928	13.47913499	UI
MIR3130-2	0	0	TQ
MIR3130-1	0	0	N
CPO	0.097210035	0.032506201	GT
KLF7	1.975912091	2.957290793	Y
MIR2355	0	0	HR
MIR1302-4	0	0	EJ
CREB1	5.390874168	6.336332449	OTK
METTL21A	4.624461506	5.440639757	OTK
RPS29P9	0	0	TZDR
LOC729406	0	0	D
CCNYL1	11.32319283	19.8491934	GHR
MIR4775	0	0	DK
FZD5	18.25292175	21.12285022	CHR
PLEKHM3	1.384815945	2.520617723	JO
RPL9P14	0	0	UD
RPL12P17	0	0	PH
CRYGEP	0	0	B
LOC100507443	0	0	MNO
CRYGD	0	0	C
CRYGC	0.062282423	0.062480122	FJ
LOC100533727	0	0	YU
CRYGB	0	0	I
CRYGA	0	0	T
C2orf80	0	0	MR
RPSAP27	0	0	QK
LOC100128483	0	0	TQ
IDH1	269.7047138	350.0607705	L
LOC100507475	0	0	TA
PIKFYVE	6.651263912	9.920704386	FH
LOC100422437	0	0	GC
LOC100288663	0	0	YU
PTH2R	0.808638435	0.907777295	T
LOC130195	0	0	KD
CRYGFP	0	0	LK
LOC402116	0	0	ET
MAP2	0.398724312	0.616377966	MI
UNC80	0	0	DT
SNAI1P1	0	0	FR
RPE	23.52176727	20.12500818	UW
C2orf67	3.898254178	4.225415557	ER
RPL6P6	0	0	OZ
ACADL	0	0	NUO
MYL1	0	0	OTN
LANCL1	7.897447282	8.473795414	GE
CPS1	2.410482998	2.050527005	K
CPS1-IT1	0	0	MG
LOC100420775	0	0	GC
RPS27P10	0	0	MI
ERBB4	0.006571441	0.001098717	GHR
MIR548F2	0	0	JU
LOC646249	0	0	GEPR
MIR4776-1	0	0	LD
MIR4776-2	0	0	LU
IKZF2	0.018925432	0.018985506	LU
LOC100130451	0.007565787	0.037949012	TZDR
SPAG16	2.064334134	2.262982651	KLB
MIR4438	0	0	L
RPL5P8	0	0	LKJ
VWC2L	0	0	EG
ENSAP3	0	0	H
BARD1	6.341435303	7.602722826	HQ
RPL10P6	0	0	GHR
ABCA12	0.022490503	0.023972011	HJ
ATIC	132.7723487	107.6286862	DR
DNAPTP3	0	0	ET
FN1	721.7680763	737.2350193	FGR
LOC646324	0	0	R
MREG	0.999814137	0.717584754	EQ
PECR	14.50794933	14.98740541	Y
TMEM169	2.833565324	2.895550186	MJ
XRCC5	241.7887254	209.6687295	IQ
LOC100421349	0	0	QC
PKI55	0	0	CP
MARCH4	0	0	UI
SMARCAL1	7.744662987	9.347559489	KH
LOC100507554	0	0	MG
RPL37A	1110.132043	1106.294911	TZDR
PSMB3P2	0	0	TD
IGFBP2	39.96098341	38.84195492	YU
IGFBP5	0.104652573	0.203670444	LK
RPL31P14	0	0	OTK
TNP1	0	0.065174124	D
DIRC3	0	0	GC
LOC100533848	0	0	I
RPL7L1P9	0	0	KLB
TNS1	4.291428257	6.989810649	PR
RUFY4	0	0	LK
CXCR2P1	0	0	JA
CXCR2	0.004441683	0	F
CXCR1	0	0	CI
HMGB1P9	0	0	PT
ARPC2	124.8497246	143.3212566	LDA
GPBAR1	0.019558484	0.019620568	TG
AAMP	60.23100524	59.75732927	CP
PNKD	10.81993981	9.105286317	D
TMBIM1	44.21783364	67.51881109	GEPR
RPL19P5	0	0	YU
C2orf62	0.049352033	0.069312164	UD
SLC11A1	0.054241113	0.054413287	Y
CTDSP1	21.88515924	27.40363028	KL
MIR26B	0	0	KD
VIL1	55.10058643	60.07914053	GO
USP37	6.169968857	8.050497361	UD
RQCD1	43.96377844	49.69266267	PH
PLCD4	1.649967919	1.58640704	L
TRNAQ44P	0	0	KG
ZNF142	5.039986636	5.509386692	GM
BCS1L	14.98238706	11.54816504	A
RNF25	16.84812029	17.11140157	CE
STK36	4.584553237	3.332222406	GT
TTLL4	14.15873791	14.19581635	S
CYP27A1	12.17013397	15.1909713	NOU
PRKAG3	0.005680099	0.005698129	IR
RPL23AP31	0	0	CE
WNT6	0	0	FJ
WNT10A	0.010996672	0.005515789	ET
KRT8P30	0	0	GT
CDK5R2	0	0.010564515	HC
LOC151300	0	0	C
FEV	0	0	GEPR
CRYBA2	0.029510843	0	KL
MIR375	0	0	KL
CCDC108	0.011820747	0.001694038	EP
IHH	4.197390445	8.668001234	GT
MIR3131	0	0	UD
NHEJ1	8.364176998	10.4525907	PH
SLC23A3	0.329434008	0.151695604	HC
CNPPD1	16.30114798	15.07068346	TDBLU
FAM134A	13.75760773	18.98278998	FR
ZFAND2B	13.62631101	14.67647398	DZ
ABCB6	29.33197391	21.67272854	UW
ATG9A	14.95174333	14.74227287	JA
ANKZF1	9.641635593	7.079066553	FE
GLB1L	2.001789402	1.908782282	A
STK16	6.142506655	7.130844152	IQR
TUBA4A	88.28214624	69.53280902	FP
TUBA4B	0	0	D
DNAJB2	14.50439049	17.31295861	UW
PTPRN	0.006679564	0.006700767	CP
MIR153-1	0	0	OT
RESP18	0	0	HR
DNPEP	15.17962477	15.58244337	DT
DES	0.011617925	0.011654803	BD
SPEG	0.006730632	0.001125333	QP
LOC100507611	0	0	CO
GMPPA	36.85148782	40.15419239	KLB
ACCN4	0.009002791	0	PT
CHPF	15.80923088	16.68847473	UNTP
TMEM198	2.696490085	3.927637195	KH
MIR3132	0	0	EJ
OBSL1	14.05656217	8.250748478	CE
INHA	0.629657453	0.283787538	OC
STK11IP	6.266362409	4.4964173	OU
SLC4A3	0.2732549	0.222343623	MU
RPL23P4	0	0	TD
MIR4268	0	0	D
EPHA4	0	0	GR
LOC729770	0	0	H
RPL23P5	0	0	DKT
LOC646644	0	0	DK
HSPA9P1	0	0	EP
RPL23AP28	0	0	K
PAX3	0	0	MP
CCDC140	0	0	NOU
LOC440934	0	0	CE
SGPP2	0.217642468	0.185583318	TK
NANOGP2	0	0	H
GAPDHP49	0	0	KG
FARSB	58.74884628	48.96806592	MR
LOC100420353	0	0	TA
MOGAT1	0.011914734	0.011952554	J
LOC100384885	0	0	GE
RPL31P17	0	0	QR
ACSL3	131.9329574	132.985566	OC
ATG12P2	0	0	EQ
LOC100419511	0	0	FP
KCNE4	0.022050909	0.048665987	FJ
TRNAK39P	0	0	CH
SCG2	0.015231588	0	OZ
LOC646696	0	0	OU
AP1S3	1.905595218	3.443577934	OC
WDFY1	19.85568246	28.23309953	E
MRPL44	25.59415654	24.1690484	R
SERPINE2	59.65751621	70.16381179	IR
LOC100420435	0	0	E
LOC100289117	0	0	KLB
FAM124B	0.005034136	0	D
CUL3	26.51362631	23.64526638	M
LOC100419814	0	0	IQR
DOCK10	0	0	LK
MIR4439	0	0	JD
KIAA1486	0	0	GHR
IRS1	9.926947987	10.42931464	PH
RHBDD1	5.084229271	7.562964508	EH
COL4A4	0.003788381	0.002533604	TA
COL4A3	0.004838291	0.012943064	KD
LOC654841	0	0	OTN
MFF	40.24058791	49.69010043	BD
LOC100420436	0	0	FP
TM4SF20	0.079625293	0.171167234	QP
AGFG1	17.8422986	21.72488953	HQ
C2orf83	0.006257091	0	NT
LOC100420667	0	0	GOU
SLC19A3	17.83547378	14.59883079	KNU
LOC100533842	0	0	MR
CCL20	298.9042715	193.4661365	LD
TDGF1P2	0	0	NOU
WDR69	0.039120875	0.094188129	L
SPHKAP	0	0	QP
LOC646794	0	0	GHR
RPL17P14	0	0	PE
PID1	7.954515982	12.73327325	PR
DNER	0.03192799	0.064058675	FJ
RNU7-9P	0	0	C
TRIP12	49.35554215	58.48737862	ET
FBXO36	1.911233321	1.586891524	CE
SLC16A14	1.33614066	5.016006873	D
RNY4P19	0	0	TA
SP110	1.660091502	2.657848903	OZ
SP140	0.054898604	0.051401341	KAD
SP140L	13.65567806	13.26203042	DK
SP100	3.042669015	5.123182119	S
HMGB1P3	0	0	FE
TPM3P8	0	0	CI
LOC151475	0	0	CR
CAB39	20.56871762	32.22479004	DT
LOC100505506	0	0	DT
ITM2C	54.63424373	60.89951271	DT
LOC151484	0	0	LR
GPR55	0.006822648	0.003422152	E
LOC100289170	0	0	HI
LOC348761	0	0	UD
SPATA3	0	0	L
C2orf72	23.77596574	41.83512649	GC
PSMD1	171.1824098	187.2047354	UW
HTR2B	0	0	TQ
ARMC9	1.878123007	1.482461558	H
RPS28P4	0	0	GE
MIR4777	0	0	HJ
B3GNT7	0.039625939	0.046979307	OTK
ZBTB8OSP2	0	0	O
LOC100289360	0	0	LU
NCL	700.3649695	593.145002	NUO
SNORA75	0	0	JD
SNORD20	0	0	OTN
SNORD82	0	0	MI
LOC100418727	0	0	C
C2orf52	0	0	H
NMUR1	0.035897047	0.016004886	KG
RPL21P35	0	0	TDK
RPL23AP26	0	0	GO
C2orf57	0	0	EJ
PTMA	879.2251219	732.3419941	TG
MIR1244-1	0	0	I
PDE6D	11.21306452	17.06046374	LK
COPS7B	20.93859248	23.04592632	NU
RPL28P2	0	0	JO
GAMTP1	0	0	DO
MIR1471	0	0	MI
NPPC	0.068548809	0.068766399	G
DIS3L2	5.787226321	5.371672898	DKT
MIR562	0	0	Z
LOC730069	0	0	V
ECEL1P3	0	0	LD
ALPP	0	0	EG
ECEL1P2	0	0	EM
ALPPL2	0.015707957	0	TK
LOC100131546	0	0	UW
DIS3L2P1	0	0	EQ
ALPI	0.143387979	0.092470581	OZ
ECEL1	0	0.013746064	OTK
PRSS56	0	0	T
LOC100505597	0	0	FJ
CHRND	0	0.015048821	TA
CHRNG	0.035825921	0.02395976	TZDR
TIGD1	1.584309139	0.690318572	QC
EIF4E2	46.8632334	52.54281044	TD
EFHD1	1.469906916	2.205276205	KE
GIGYF2	15.15898783	14.18295397	TD
LOC100421756	0	0	LKJ
KCNJ13	0	0	NU
C2orf82	0.730155375	0.591612856	A
NGEF	1.054393366	1.544757355	UI
NEU2	0	0	KE
INPP5D (NC_000002 233925035..233995880)	0	0	OZ
INPP5D (NC_000002 234054794..234116549)	0.00648872	0.013018632	OTK
ATG16L1	15.41714043	20.69453578	GOU
SCARNA5	0	0	L
SCARNA6	0	0	UI
SAG	0.022398882	0.044939962	BK
DGKD	5.948508523	5.049960513	QC
USP40	11.1545155	16.67293795	EP
LOC100422710	0	0	F
UGT1A8	1.286234282	0.885726139	EH
UGT1A10	0.076653951	0.076897268	LU
UGT1A9	0.065952263	0.121296287	GOU
UGT1A7	0.083959803	0.084226311	E
UGT1A6	0.079443638	0.682395382	FH
UGT1A5	0.072392804	0.044690828	UW
UGT1A4	0.093511085	0.093807912	EH
UGT1A3	0.217178411	0.061449888	EF
DNAJB3	0	0	OK
LOC100286922	0	0	HR
UGT1A1	0.404443788	1.956385078	EM
HEATR7B1	0.007432298	0	GE
HJURP	31.24204103	25.68029302	TZDR
MSL3P1	0	0	KE
TRPM8	0.025554889	0.027966552	MI
SPP2	0	0	ET
RPS20P12	0	0	KAD
ARL4C	8.853363334	8.754027732	JU
LOC100420004	0	0	DK
SH3BP4	8.475584729	11.62141523	LK
LOC642692	0	0	G
AGAP1	3.41309512	5.176379275	FR
AGAP1-IT1	0	0	IQR
TMSB10P1	0	0	UT
GBX2	0.009781684	0.019625467	JA
ASB18	0	0	JU
IQCA1	1.142827762	1.125909571	FE
RPL3P5	0	0	GM
CXCR7	2.297509643	2.39201122	KD
LOC93463	0	0	OD
COPS8	36.23564389	38.69095685	FR
COL6A3	0	0.001224757	PH
MLPH	0.006953433	0.006975505	DKT
PRLH	0	0	T
RAB17	0.620591328	2.129814736	O
LRRFIP1	11.63727806	13.46739889	KD
RBM44	0.298794702	0.247746886	O
RAMP1	19.90352324	19.49164678	KH
UBE2F-SCLY	0	0	GC
UBE2F	14.80481808	18.58703386	KAD
SCLY	9.797786746	7.786386394	FE
ESPNL	0.415486581	0.369250451	KL
KLHL30	0.120485925	0.117313423	LR
FAM132B	0.099460267	0.052822576	G
ILKAP	22.69635379	18.56514057	KH
LOC151174	0	0	GHR
LOC643387	0	0	GOU
HES6	6.290979354	9.16043722	CI
PER2	6.418084875	6.194717257	TD
TRAF3IP1	4.359103445	5.731249539	FGR
ASB1	6.975515936	7.492286826	DO
LOC100652884	0	0	CO
LOC100419686	0	0	B
LOC151171	0	0	IQ
LOC100287387	0	0.025071768	FGR
TWIST2	0.077729453	0.033418365	TDK
FLJ43879	0	0	BK
HDAC4	1.747250024	1.653553789	RTKL
MIR4440	0	0	ET
MIR4441	0	0	NT
MGC16025	0	0	TK
MIR4269	0	0	IQ
LOC100128563	0	0	K
MIR2467	0	0	TD
FLJ45964	0	0	ER
LOC150935	0	0	HJ
MIR4786	0	0	CP
NDUFA10	11.49630466	10.2001416	U
OR6B2	0	0	IQ
PRR21	0	0	FP
OR6B3	0.026221984	0	LK
OR9S24P	0	0	LU
OR5S1P	0	0	OTN
MYEOV2	13.98281333	12.29201115	JD
OTOS	0	0.023144874	OU
GPC1	0.021256454	0.017769939	S
LOC100505507	0	0	RTKL
PP14571	0	0	GT
MIR149	0	0	FJ
ANKMY1	2.477480776	2.077532873	MNO
DUSP28	1.125302533	0.926688028	OTN
RNPEPL1	8.195125915	9.145691776	EF
CAPN10	5.101921384	3.40877431	TQ
GPR35	0.201210294	0.201848982	FR
LOC100420500	0	0	FGR
AQP12B	0	0	HJ
AQP12A	0	0	FP
KIF1A	0	0.001485935	EP
AGXT	0.661916391	0.680412962	FGR
C2orf54	0.223350309	0.27882932	CE
LOC728763	0	0	U
LOC200772	0	0	C
LOC728208	0	0	PH
SNED1	0.055413798	0.024919518	OTK
MTERFD2	12.93091411	10.33115372	LU
PASK	2.006346456	1.584723934	DT
PPP1R7	42.40745806	46.88847264	GC
ANO7	0.449181172	0.194379481	QR
HDLBP	119.6522397	130.8027597	MU
SEPT2	133.5484888	148.7586087	CO
FARP2	2.188799896	3.228850173	OD
MIR3133	0	0	OU
LOC100422094	0	0	DZ
STK25	31.60644372	28.47001172	BK
BOK-AS1	0	0	E
BOK	2.354655531	1.515993727	TG
THAP4	16.84428761	16.47389859	T
ATG4B	21.14691719	20.60379406	BK
DTYMK	37.8363059	40.94697768	FH
ING5	5.431431491	4.919430155	FP
D2HGDH	3.479249655	2.071886918	NO
GAL3ST2	0.811089941	0.569565172	MR
LOC100505565	0	0	CP
NEU4	14.68610761	12.16428474	P
PDCD1	0.006183025	0.018607953	P
C2orf85	0	0	CE
LOC285095	0	0	F
FLJ38379	0	0	IQ
LOC728323	0	0	NOU
CICP10	0	0	ET
LOC100289034	0	0	JA
INADL	0.979583029	0.947266238	N
LOC100506145	0	0	HI
LOC100652771	0.064967901	0	OD
WASH7P	0	0	O
MIR1302-2	0	0	UNTP
FAM138A	0	0	RTKL
OR4G4P	0	0	UI
OR4G11P	0	0	DT
